Name;Date;Opponent;League;Appearance;RBI;Run;SB;SBA;RISP
Alexandre Russo;29/11/2025;Hirune;Cidade de Curitiba;1b;0;0;0;0;false
G. Lombardi;29/11/2025;Hirune;Cidade de Curitiba;2b;0;0;0;0;false
Antonio;29/11/2025;Hirune;Cidade de Curitiba;1b;0;0;0;0;true
Alberto;29/11/2025;Hirune;Cidade de Curitiba;BB;0;0;0;0;true
L. Marquez;29/11/2025;Hirune;Cidade de Curitiba;FO;0;0;0;0;true
A. Flores;29/11/2025;Hirune;Cidade de Curitiba;BB;0;0;0;0;false
P. Zaniboni;29/11/2025;Hirune;Cidade de Curitiba;FO;0;0;0;0;false
Cabeza;29/11/2025;Hirune;Cidade de Curitiba;BB;0;0;0;0;false
A. Romero;29/11/2025;Hirune;Cidade de Curitiba;RFC;0;0;0;0;true
Alexandre Russo;29/11/2025;Hirune;Cidade de Curitiba;K;0;0;0;0;true
G. Lombardi;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;FO;0;0;0;0;false
Antonio;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;2b;0;1;0;0;false
Alberto;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;1b;0;1;0;0;false
Tomita;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;2b;1;1;0;0;true
L. Marquez;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;HR;3;1;0;0;true
A. Flores;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;1b;0;1;0;0;false
P. Zaniboni;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;1b;0;0;0;0;false
W. Suguino;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;1b;0;0;0;0;true
Cabeza;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;RFC;1;0;0;0;true
G. Lombardi;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;ROE;0;1;0;0;false
Antonio;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;2b;0;1;0;0;true
Alberto;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;HR;3;1;0;0;true
Tomita;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;1b;0;1;0;0;false
L. Marquez;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;1b;0;0;0;0;false
A. Flores;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;FO;0;0;0;0;true
P. Zaniboni;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;1b;0;0;0;0;true
W. Suguino;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;RFC;1;0;0;0;true
Cabeza;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;RFC;0;0;0;0;true
G. Lombardi;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;1b;0;1;1;1;false
Antonio;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;GO;0;0;0;0;true
Alberto;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;1b;1;1;0;0;true
Tomita;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;1b;0;0;0;0;true
L. Marquez;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;SacF;1;0;0;0;true
A. Flores;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;1b;0;0;0;0;true
P. Zaniboni;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;FO;0;0;0;0;true
W. Suguino;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;1b;0;0;0;0;false
Cabeza;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;1b;0;0;0;0;false
G. Lombardi;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;RFC;0;1;0;0;true
Antonio;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;1b;0;1;0;0;false
Alberto;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;HR;3;1;0;0;true
Tomita;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;HR;1;1;0;0;false
L. Marquez;29/11/2025;Nikkey Curitiba;Cidade de Curitiba;1b;0;0;0;0;false
G. Lombardi;30/11/2025;Dragons;Cidade de Curitiba;HR;1;1;0;0;false
Antonio;30/11/2025;Dragons;Cidade de Curitiba;1b;0;1;1;1;false
Alberto;30/11/2025;Dragons;Cidade de Curitiba;1b;0;1;0;0;true
L. Marquez;30/11/2025;Dragons;Cidade de Curitiba;FO;0;0;0;0;true
W. Suguino;30/11/2025;Dragons;Cidade de Curitiba;FO;0;0;0;0;true
P. Zaniboni;30/11/2025;Dragons;Cidade de Curitiba;ROE;0;0;0;0;true
A. Flores;30/11/2025;Dragons;Cidade de Curitiba;FO;0;0;0;0;true
Cabeza;30/11/2025;Dragons;Cidade de Curitiba;GO;0;0;0;0;false
Alexandre Russo;30/11/2025;Dragons;Cidade de Curitiba;GO;0;0;0;0;false
G. Lombardi;30/11/2025;Dragons;Cidade de Curitiba;FO;0;0;0;0;false
Antonio;30/11/2025;Dragons;Cidade de Curitiba;FO;0;0;0;0;false
Alberto;30/11/2025;Dragons;Cidade de Curitiba;FO;0;0;0;0;false
L. Marquez;30/11/2025;Dragons;Cidade de Curitiba;FO;0;0;0;0;false
W. Suguino;30/11/2025;Dragons;Cidade de Curitiba;BB;0;0;0;0;false
P. Zaniboni;30/11/2025;Dragons;Cidade de Curitiba;RFC;0;0;0;0;false
A. Flores;30/11/2025;Dragons;Cidade de Curitiba;K;0;0;0;0;false
Cabeza;30/11/2025;Dragons;Cidade de Curitiba;BB;0;0;0;0;false
Tomita;30/11/2025;Dragons;Cidade de Curitiba;GO;0;0;0;0;false
L. Kozuki;30/11/2025;Dragons;Cidade de Curitiba;K;0;0;0;0;false
Japinha;30/11/2025;Dragons;Cidade de Curitiba;FO;0;0;0;0;false
W. Kakuta;30/11/2025;Dragons;Cidade de Curitiba;K;0;0;0;0;false
W. Farias;30/11/2025;Dragons;Cidade de Curitiba;HR;1;1;0;0;false
Luc�o;30/11/2025;Dragons;Cidade de Curitiba;GO;0;0;0;0;false
Enio;30/11/2025;Dragons;Cidade de Curitiba;BB;0;0;0;0;false
Gedson;30/11/2025;Dragons;Cidade de Curitiba;K;0;0;0;0;false
Taiya;30/11/2025;Dragons;Cidade de Curitiba;FO;0;0;0;0;false
Igor;30/11/2025;Dragons;Cidade de Curitiba;1b;0;1;0;0;false
L. Kozuki;30/11/2025;Dragons;Cidade de Curitiba;BB;0;0;0;0;true
Japinha;30/11/2025;Dragons;Cidade de Curitiba;K;0;0;0;0;true
W. Kakuta;30/11/2025;Dragons;Cidade de Curitiba;GO;1;0;0;0;true
W. Farias;30/11/2025;Dragons;Cidade de Curitiba;BB;0;0;0;0;true
Luc�o;30/11/2025;Dragons;Cidade de Curitiba;GO;0;0;0;0;true
Enio;30/11/2025;Dragons;Cidade de Curitiba;FO;0;0;0;0;false
Gedson;30/11/2025;Dragons;Cidade de Curitiba;HR;1;1;0;0;false
Taiya;30/11/2025;Dragons;Cidade de Curitiba;FO;0;0;0;0;false
Igor;30/11/2025;Dragons;Cidade de Curitiba;K;0;0;0;0;false
L. Kozuki;30/11/2025;Dragons;Cidade de Curitiba;1b;0;1;0;0;false
Japinha;30/11/2025;Dragons;Cidade de Curitiba;FO;0;0;0;0;false
W. Kakuta;30/11/2025;Dragons;Cidade de Curitiba;1b;0;0;0;0;false
W. Farias;30/11/2025;Dragons;Cidade de Curitiba;BB;0;0;0;0;true
Luc�o;30/11/2025;Dragons;Cidade de Curitiba;SacF;1;0;0;0;true
Enio;30/11/2025;Dragons;Cidade de Curitiba;RFC;0;0;0;0;true
Alexandre Russo;30/11/2025;Hirune;Cidade de Curitiba;BB;0;1;0;0;false
Shantau;30/11/2025;Hirune;Cidade de Curitiba;BB;0;1;0;0;true
G. Lombardi;30/11/2025;Hirune;Cidade de Curitiba;BB;0;1;0;0;false
Antonio;30/11/2025;Hirune;Cidade de Curitiba;GO;1;0;0;0;true
Alberto;30/11/2025;Hirune;Cidade de Curitiba;1b;0;1;0;0;false
L. Marquez;30/11/2025;Hirune;Cidade de Curitiba;1b;1;0;0;1;true
W. Suguino;30/11/2025;Hirune;Cidade de Curitiba;GO;0;0;0;0;false
P. Zaniboni;30/11/2025;Hirune;Cidade de Curitiba;2b;0;1;0;0;false
A. Flores;30/11/2025;Hirune;Cidade de Curitiba;2b;1;1;0;0;true
Alexandre Russo;30/11/2025;Hirune;Cidade de Curitiba;K;0;0;0;0;true
Shantau;30/11/2025;Hirune;Cidade de Curitiba;K;0;0;0;0;true
G. Lombardi;30/11/2025;Hirune;Cidade de Curitiba;1b;1;0;0;0;true
Antonio;30/11/2025;Hirune;Cidade de Curitiba;BB;0;0;0;0;false
Alberto;30/11/2025;Hirune;Cidade de Curitiba;FO;0;0;0;0;true
L. Marquez;30/11/2025;Hirune;Cidade de Curitiba;HR;1;1;0;0;false
W. Suguino;30/11/2025;Hirune;Cidade de Curitiba;1b;0;1;0;0;false
P. Zaniboni;30/11/2025;Hirune;Cidade de Curitiba;ROE;0;1;0;0;true
Cabeza;30/11/2025;Hirune;Cidade de Curitiba;BB;0;1;0;0;true
Alexandre Russo;30/11/2025;Hirune;Cidade de Curitiba;1b;0;1;0;0;true
Shantau;30/11/2025;Hirune;Cidade de Curitiba;1b;1;0;0;0;true
G. Lombardi;30/11/2025;Hirune;Cidade de Curitiba;GO;1;0;0;0;true
Antonio;30/11/2025;Hirune;Cidade de Curitiba;1b;1;0;0;0;true
Daniel;07/12/2025;Jaragua;LCB-A;K;0;0;0;0;false
G. Lombardi;07/12/2025;Jaragua;LCB-A;K;0;0;0;0;false
Alberto;07/12/2025;Jaragua;LCB-A;1b;0;0;0;0;false
Antonio;07/12/2025;Jaragua;LCB-A;FO;0;0;0;0;false
Ralph;07/12/2025;Jaragua;LCB-A;FO;0;0;0;0;false
Panda;07/12/2025;Jaragua;LCB-A;HR;1;1;0;0;false
Eudomar;07/12/2025;Jaragua;LCB-A;K;0;0;0;0;false
Douglas;07/12/2025;Jaragua;LCB-A;2b;0;1;1;1;false
Tomita;07/12/2025;Jaragua;LCB-A;BB;0;0;0;0;true
Daniel;07/12/2025;Jaragua;LCB-A;K;0;0;0;0;false
G. Lombardi;07/12/2025;Jaragua;LCB-A;1b;0;0;0;0;false
Alberto;07/12/2025;Jaragua;LCB-A;GO;0;0;0;0;false
Antonio;07/12/2025;Jaragua;LCB-A;GO;0;0;0;0;false
Ralph;07/12/2025;Jaragua;LCB-A;GO;0;0;0;0;false
Panda;07/12/2025;Jaragua;LCB-A;HR;1;1;0;0;false
Eudomar;07/12/2025;Jaragua;LCB-A;K;0;0;0;0;false
Douglas;07/12/2025;Jaragua;LCB-A;GO;0;0;0;0;false
A. Flores;07/12/2025;Dragons;LCB-B;1b;0;1;0;0;false
L. Marquez;07/12/2025;Dragons;LCB-B;2b;1;1;2;2;true
G. Lombardi;07/12/2025;Dragons;LCB-B;BB;0;0;1;1;true
Jesus;07/12/2025;Dragons;LCB-B;K;0;0;0;0;true
P. Zaniboni;07/12/2025;Dragons;LCB-B;HBP;0;1;1;1;true
Carlos;07/12/2025;Dragons;LCB-B;BB;0;1;1;1;true
P. Mario;07/12/2025;Dragons;LCB-B;BB;0;1;0;0;true
Cabeza;07/12/2025;Dragons;LCB-B;ROE;0;1;0;0;true
R. Ramos;07/12/2025;Dragons;LCB-B;ROE;0;0;0;0;true
A. Flores;07/12/2025;Dragons;LCB-B;K;0;0;0;0;true
L. Marquez;07/12/2025;Dragons;LCB-B;BB;0;1;1;1;false
G. Lombardi;07/12/2025;Dragons;LCB-B;2b;0;1;0;0;true
Jesus;07/12/2025;Dragons;LCB-B;K;0;0;0;0;true
P. Zaniboni;07/12/2025;Dragons;LCB-B;SacF;1;0;0;0;true
Carlos;07/12/2025;Dragons;LCB-B;FO;0;0;0;0;false
P. Mario;07/12/2025;Dragons;LCB-B;BB;0;1;1;1;false
Cabeza;07/12/2025;Dragons;LCB-B;BB;0;1;1;1;true
R. Ramos;07/12/2025;Dragons;LCB-B;BB;0;1;0;0;true
A. Flores;07/12/2025;Dragons;LCB-B;1b;2;1;0;0;true
L. Marquez;07/12/2025;Dragons;LCB-B;FO;0;0;0;0;true
G. Lombardi;07/12/2025;Dragons;LCB-B;3b;2;1;0;0;true
Jesus;07/12/2025;Dragons;LCB-B;BB;0;1;0;0;true
P. Zaniboni;07/12/2025;Dragons;LCB-B;BB;0;1;0;0;true
Carlos;07/12/2025;Dragons;LCB-B;1b;1;1;0;0;true
P. Mario;07/12/2025;Dragons;LCB-B;1b;2;1;0;0;true
Cabeza;07/12/2025;Dragons;LCB-B;GO;0;0;0;0;true
R. Ramos;07/12/2025;Dragons;LCB-B;BB;0;0;0;0;true
A. Flores;07/12/2025;Dragons;LCB-B;1b;0;0;0;0;false
L. Marquez;07/12/2025;Dragons;LCB-B;GO;0;0;0;0;true
G. Lombardi;07/12/2025;Dragons;LCB-B;FO;0;0;0;0;false
Antonio;07/12/2025;Dragons;LCB-B;1b;0;1;1;1;false
P. Zaniboni;07/12/2025;Dragons;LCB-B;K;0;0;0;0;true
Carlos;07/12/2025;Dragons;LCB-B;1b;1;0;0;0;true
P. Mario;07/12/2025;Dragons;LCB-B;GO;0;0;0;0;false
G. Lombardi;24/05/2026;Blumenau;LCS;FO;0;0;0;0;false
Ralph;24/05/2026;Blumenau;LCS;1b;0;1;0;0;false
Antonio;24/05/2026;Blumenau;LCS;1b;0;0;1;1;false
Marcio;24/05/2026;Blumenau;LCS;RFC;0;0;0;0;true
Panda;24/05/2026;Blumenau;LCS;BB;0;0;0;0;false
Douglas;24/05/2026;Blumenau;LCS;K;0;0;0;0;true
L. Marquez;24/05/2026;Blumenau;LCS;FO;0;0;0;0;false
Alex Rodriguez;24/05/2026;Blumenau;LCS;1b;0;1;0;0;false
W. Suguino;24/05/2026;Blumenau;LCS;BB;0;1;0;0;false
G. Lombardi;24/05/2026;Blumenau;LCS;2b;1;1;0;0;true
Ralph;24/05/2026;Blumenau;LCS;1b;1;0;0;0;true
Antonio;24/05/2026;Blumenau;LCS;SacF;1;0;0;0;true
Marcio;24/05/2026;Blumenau;LCS;BB;0;0;0;0;true
Panda;24/05/2026;Blumenau;LCS;FO;0;0;0;0;true
Douglas;24/05/2026;Blumenau;LCS;3b;0;1;0;0;false
L. Marquez;24/05/2026;Blumenau;LCS;ROE;0;1;0;0;false
Alex Rodriguez;24/05/2026;Blumenau;LCS;2b;0;1;0;0;false
W. Suguino;24/05/2026;Blumenau;LCS;BB;0;1;0;0;true
G. Lombardi;24/05/2026;Blumenau;LCS;2b;2;1;0;0;true
Ralph;24/05/2026;Blumenau;LCS;2b;1;0;0;0;true
Jose;24/05/2026;Blumenau;LCS;HR;1;1;0;0;false
Marcio;24/05/2026;Blumenau;LCS;FO;0;0;0;0;false
Panda;24/05/2026;Blumenau;LCS;GO;0;0;0;0;false
Rolando;24/05/2026;Blumenau;LCS;1b;0;0;0;0;false
Neo;24/05/2026;Blumenau;LCS;RFC;0;0;0;0;false
Aron;24/05/2026;Blumenau;LCS;K;0;0;0;0;false
Vivi;24/05/2026;Blumenau;LCS;BB;0;0;0;0;false
G. Lombardi;24/05/2026;Blumenau;LCS;1b;0;0;0;0;false
Ralph;24/05/2026;Blumenau;LCS;1b;0;0;0;0;true
Jose;24/05/2026;Blumenau;LCS;FO;0;0;0;0;true
R. Ramos;24/05/2026;Blumenau;LCS;FO;0;0;0;0;false
Eudomar;24/05/2026;Blumenau;LCS;ROE;0;1;0;0;false
Rolando;24/05/2026;Blumenau;LCS;FO;0;0;0;0;false
Neo;24/05/2026;Blumenau;LCS;HR;2;1;0;0;false
Aron;24/05/2026;Blumenau;LCS;ROE;0;0;0;0;false
Vivi;24/05/2026;Blumenau;LCS;K;0;0;0;0;false
G. Lombardi;24/05/2026;Catados;LCS;1b;0;0;1;1;false
Ralph;24/05/2026;Catados;LCS;GO;0;0;0;0;true
Jose;24/05/2026;Catados;LCS;FO;0;0;0;0;true
Neo;24/05/2026;Catados;LCS;FO;0;0;0;0;true
Eudomar;24/05/2026;Catados;LCS;FO;0;0;0;0;false
Alex Rodriguez;24/05/2026;Catados;LCS;FO;0;0;0;0;false
Marcio;24/05/2026;Catados;LCS;K;0;0;0;0;false
Rolando;24/05/2026;Catados;LCS;ROE;0;1;0;0;false
W. Suguino;24/05/2026;Catados;LCS;K;0;0;0;0;true
G. Lombardi;24/05/2026;Catados;LCS;2b;1;1;0;0;true
Ralph;24/05/2026;Catados;LCS;2b;1;1;0;0;true
Jose;24/05/2026;Catados;LCS;FO;0;0;0;0;true
Neo;24/05/2026;Catados;LCS;1b;1;1;0;0;true
Eudomar;24/05/2026;Catados;LCS;1b;0;1;0;0;false
Alex Rodriguez;24/05/2026;Catados;LCS;2b;1;0;0;0;true
Marcio;24/05/2026;Catados;LCS;FO;0;0;0;0;false
Rolando;24/05/2026;Catados;LCS;FO;0;0;0;0;false
W. Suguino;24/05/2026;Catados;LCS;K;0;0;0;0;false
G. Lombardi;24/05/2026;Catados;LCS;1b;0;1;0;0;false
Ralph;24/05/2026;Catados;LCS;1b;1;1;1;1;true
Douglas;24/05/2026;Catados;LCS;1b;0;0;2;2;true
L. Marquez;24/05/2026;Catados;LCS;BB;0;0;0;1;true
Eudomar;24/05/2026;Catados;LCS;RFC;0;0;0;0;true
Alex Rodriguez;24/05/2026;Catados;LCS;K;0;0;0;0;false
Aron;24/05/2026;Catados;LCS;K;0;0;0;0;false
Antonio;24/05/2026;Catados;LCS;1b;0;1;0;0;false
G. Lombardi;24/05/2026;Catados;LCS;2b;0;1;0;0;false
Ralph;24/05/2026;Catados;LCS;HR;3;1;0;0;true
Douglas;24/05/2026;Catados;LCS;3b;0;1;0;0;false
L. Marquez;24/05/2026;Catados;LCS;2b;1;0;0;0;true
Eudomar;24/05/2026;Catados;LCS;K;0;0;0;0;true
Daniel;14/06/2026;Cuba;Metropolitano;2b;0;1;0;0;false
Douglas;14/06/2026;Cuba;Metropolitano;2b;1;1;0;0;true
Ralph;14/06/2026;Cuba;Metropolitano;1b;0;1;0;0;true
Jose;14/06/2026;Cuba;Metropolitano;SacF;1;0;0;0;true
W. Farias;14/06/2026;Cuba;Metropolitano;FO;0;0;0;0;true
Alex Rodriguez;14/06/2026;Cuba;Metropolitano;2b;1;0;0;0;true
L. Marquez;14/06/2026;Cuba;Metropolitano;GO;0;0;0;0;true
W. Kakuta;14/06/2026;Cuba;Metropolitano;GO;0;0;0;0;false
Antonio;14/06/2026;Cuba;Metropolitano;1b;0;0;0;0;false
A. Flores;14/06/2026;Cuba;Metropolitano;FO;0;0;0;0;false
Daniel;14/06/2026;Cuba;Metropolitano;FO;0;0;0;0;false
Douglas;14/06/2026;Cuba;Metropolitano;1b;0;1;0;0;false
Ralph;14/06/2026;Cuba;Metropolitano;1b;0;1;0;0;false
Jose;14/06/2026;Cuba;Metropolitano;1b;1;0;0;0;true
W. Farias;14/06/2026;Cuba;Metropolitano;GO;0;0;0;0;false
Alex Rodriguez;14/06/2026;Cuba;Metropolitano;FO;0;0;0;0;false
L. Marquez;14/06/2026;Cuba;Metropolitano;FO;0;0;0;0;false
W. Kakuta;14/06/2026;Cuba;Metropolitano;GO;0;0;0;0;false
Antonio;14/06/2026;Cuba;Metropolitano;2b;0;1;0;0;false
A. Flores;14/06/2026;Cuba;Metropolitano;2b;1;0;0;0;true
Daniel;14/06/2026;Cuba;Metropolitano;GO;0;0;0;0;true
Douglas;14/06/2026;Cuba;Metropolitano;2b;0;1;0;0;false
Ralph;14/06/2026;Cuba;Metropolitano;BB;0;0;0;0;true
Jose;14/06/2026;Cuba;Metropolitano;2b;1;0;0;0;true
Antonio;14/06/2026;Kraken;Metropolitano;FO;0;0;0;0;false
Douglas;14/06/2026;Kraken;Metropolitano;GO;0;0;0;0;false
Ralph;14/06/2026;Kraken;Metropolitano;BB;0;0;0;0;false
Jose;14/06/2026;Kraken;Metropolitano;BI;0;0;0;0;false
Eudomar;14/06/2026;Kraken;Metropolitano;GO;0;0;0;0;false
Neo;14/06/2026;Kraken;Metropolitano;FO;0;0;0;0;false
Arnaldo;14/06/2026;Kraken;Metropolitano;1b;0;0;0;0;false
Adrian;14/06/2026;Kraken;Metropolitano;1b;0;0;0;0;false
G. Marquez;14/06/2026;Kraken;Metropolitano;FO;0;0;0;0;true
Daniel;14/06/2026;Kraken;Metropolitano;1b;0;1;0;0;false
Antonio;14/06/2026;Kraken;Metropolitano;ROE;0;1;0;0;false
Douglas;14/06/2026;Kraken;Metropolitano;2b;2;1;0;0;true
Ralph;14/06/2026;Kraken;Metropolitano;GO;0;0;0;0;true
Jose;14/06/2026;Kraken;Metropolitano;3b;1;1;0;0;true
Eudomar;14/06/2026;Kraken;Metropolitano;FO;0;0;0;0;true
Neo;14/06/2026;Kraken;Metropolitano;FO;0;0;0;0;false
Arnaldo;14/06/2026;Kraken;Metropolitano;FO;0;0;0;0;false
Adrian;14/06/2026;Kraken;Metropolitano;GO;0;0;0;0;false
G. Marquez;14/06/2026;Kraken;Metropolitano;3b;0;1;0;0;false
Daniel;14/06/2026;Kraken;Metropolitano;1b;1;0;0;0;true
Jesus;14/06/2026;Kraken;Metropolitano;FO;0;0;0;0;true
A. Flores;14/06/2026;Kraken;Metropolitano;1b;0;1;0;0;false
Ralph;14/06/2026;Kraken;Metropolitano;ROE;0;1;0;0;false
Jose;14/06/2026;Kraken;Metropolitano;3b;2;1;0;0;true
Eudomar;14/06/2026;Kraken;Metropolitano;1b;1;1;0;0;true
Alex Rodriguez;14/06/2026;Kraken;Metropolitano;BB;0;1;0;0;false
W. Farias;14/06/2026;Kraken;Metropolitano;2b;1;1;0;0;true
Franklin;14/06/2026;Kraken;Metropolitano;1b;1;1;0;0;true
W. Kakuta;14/06/2026;Kraken;Metropolitano;BB;0;0;0;0;true
L. Marquez;14/06/2026;Kraken;Metropolitano;1b;2;0;0;0;true
Jesus;14/06/2026;Kraken;Metropolitano;FO;0;0;0;0;true
A. Flores;14/06/2026;Kraken;Metropolitano;FO;0;0;0;0;true
Ralph;14/06/2026;Kraken;Metropolitano;FO;0;0;0;0;true
Douglas;21/06/2026;Piratas;Metropolitano;1b;0;1;0;0;false
A. Flores;21/06/2026;Piratas;Metropolitano;FO;0;0;0;0;false
Ralph;21/06/2026;Piratas;Metropolitano;3b;1;1;0;0;true
Jose;21/06/2026;Piratas;Metropolitano;2b;1;0;0;1;true
Adrian;21/06/2026;Piratas;Metropolitano;K;0;0;0;0;false
W. Farias;21/06/2026;Piratas;Metropolitano;1b;0;0;0;0;false
L. Marquez;21/06/2026;Piratas;Metropolitano;RFC;0;1;1;1;false
Jesus;21/06/2026;Piratas;Metropolitano;FO;0;0;0;0;true
Neo;21/06/2026;Piratas;Metropolitano;1b;1;0;0;0;true
Franklin;21/06/2026;Piratas;Metropolitano;1b;0;0;0;0;false
Douglas;21/06/2026;Piratas;Metropolitano;BB;0;0;0;0;false
A. Flores;21/06/2026;Piratas;Metropolitano;RFC;0;0;0;0;true
Ralph;21/06/2026;Piratas;Metropolitano;FO;0;0;0;0;false
Jose;21/06/2026;Piratas;Metropolitano;GO;0;0;0;0;false
Adrian;21/06/2026;Piratas;Metropolitano;FO;0;0;0;0;false
W. Farias;21/06/2026;Piratas;Metropolitano;2b;0;1;0;0;false
L. Marquez;21/06/2026;Piratas;Metropolitano;1b;0;1;0;0;true
Jesus;21/06/2026;Piratas;Metropolitano;2b;1;1;0;0;true
Neo;21/06/2026;Piratas;Metropolitano;2b;2;1;0;0;true
Franklin;21/06/2026;Piratas;Metropolitano;HR;2;1;0;0;true
Douglas;21/06/2026;Piratas;Metropolitano;2b;0;1;0;0;false
Eudomar;21/06/2026;Piratas;Metropolitano;1b;0;1;1;1;true
Ralph;21/06/2026;Piratas;Metropolitano;2b;1;0;0;0;true
Jose;21/06/2026;Piratas;Metropolitano;RFC;1;0;0;0;true
Arnaldo;21/06/2026;Piratas;Metropolitano;FO;0;0;0;0;true
W. Farias;21/06/2026;Piratas;Metropolitano;FO;0;0;0;0;false
L. Marquez;21/06/2026;Piratas;Metropolitano;2b;0;0;0;0;false
Jesus;21/06/2026;Piratas;Metropolitano;1b;0;0;0;0;true
Neo;21/06/2026;Piratas;Metropolitano;1b;0;0;0;0;false
Franklin;21/06/2026;Piratas;Metropolitano;FO;0;0;0;0;true
Douglas;28/06/2026;Vendragons;Metropolitano;FO;0;0;0;0;false
Franklin;28/06/2026;Vendragons;Metropolitano;FO;0;0;0;0;false
Ralph;28/06/2026;Vendragons;Metropolitano;1b;0;0;1;1;false
Jesus;28/06/2026;Vendragons;Metropolitano;K;0;0;0;0;true
L. Marquez;28/06/2026;Vendragons;Metropolitano;GO;0;0;0;0;false
W. Farias;28/06/2026;Vendragons;Metropolitano;1b;0;1;0;0;false
Jose;28/06/2026;Vendragons;Metropolitano;HR;2;1;0;0;false
Alex Rodriguez;28/06/2026;Vendragons;Metropolitano;FO;0;0;0;0;false
Antonio;28/06/2026;Vendragons;Metropolitano;1b;0;0;0;1;false
Neo;28/06/2026;Vendragons;Metropolitano;BB;0;1;0;0;false
Douglas;28/06/2026;Vendragons;Metropolitano;FO;0;0;0;0;false
Franklin;28/06/2026;Vendragons;Metropolitano;1b;0;0;0;0;false
Ralph;28/06/2026;Vendragons;Metropolitano;SacF;1;0;0;0;true
Jesus;28/06/2026;Vendragons;Metropolitano;GO;0;0;0;0;true
Daniel;28/06/2026;Vendragons;Metropolitano;GO;0;0;0;0;false
W. Farias;28/06/2026;Vendragons;Metropolitano;FO;0;0;0;0;false
Jose;28/06/2026;Vendragons;Metropolitano;HR;1;1;0;0;false
Eudomar;28/06/2026;Vendragons;Metropolitano;BB;0;1;0;0;false
Antonio;28/06/2026;Vendragons;Metropolitano;2b;1;1;0;0;false
Neo;28/06/2026;Vendragons;Metropolitano;1b;1;0;0;0;true
Douglas;28/06/2026;Vendragons;Metropolitano;FO;0;0;0;0;false
Franklin;28/06/2026;Vendragons;Metropolitano;ROE;0;1;0;0;false
Ralph;28/06/2026;Vendragons;Metropolitano;GO;0;0;0;0;false
W. Kakuta;28/06/2026;Vendragons;Metropolitano;SacF;1;0;0;0;true
Daniel;28/06/2026;Vendragons;Metropolitano;ROE;0;0;0;0;false
W. Farias;28/06/2026;Vendragons;Metropolitano;FO;0;0;0;0;true
